Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
25:45	vivm		rc://*/ta/man/translate/writing-quotations	λέγων	1	If you keep the direct quotation, consider natural ways of introducing it in your language. Alternate translation: “and he will say”
25:45	j8r5			τῶν ἐλαχίστων	1	Here, the word **least** identifies someone who is not very important. If it would be helpful in your language, you could make this idea more explicit. See how you translated this word in [25:40](../25/40.md). Alternate translation: “of the least important”
25:45	nm2e		rc://*/ta/man/translate/writing-pronouns	τούτων	1	Here, the word **these** refers to the people whom the king, Jesus, calls “brothers of mine” in [25:40](../25/40.md). If it would be helpful in your language, you could refer to those people more directly. Alternate translation: “of these brothers of mine” or “of the people I love as if they were my brothers”
25:45	whu5		rc://*/ta/man/translate/figs-metaphor	οὐδὲ ἐμοὶ ἐποιήσατε.	1	Here the king speaks as if people who fail to do something **for one of the least of these** actually fail to do something for him. He means that he considers any neglect of these people to be as important to him as if he himself had been neglected. If it would be helpful in your language, you could express the idea in simile form or state the meaning plainly. See how you expressed the similar figure of speech in [25:40](../25/40.md). Alternate translation: “I consider that you did not do it for me” or “it is just like you did not do it for me”
25:46	m6me		rc://*/ta/man/translate/writing-pronouns	οὗτοι	1	Here, the pronoun **these** refers to the people on the king’s left who did not help people in need. If it would be helpful to your readers, you could refer to them more directly. Alternate translation: “those to whom the king just spoke” or “those on the king’s left side”
25:46	nj72		rc://*/ta/man/translate/figs-metaphor	ἀπελεύσονται & εἰς κόλασιν αἰώνιον, οἱ δὲ δίκαιοι εἰς ζωὴν αἰώνιον	1	Here Jesus speaks as if **eternal punishment** and **eternal life** were locations that people could **go away into**. He means that people will either experience **eternal punishment** or **eternal life**. If it would be helpful in your language, you could use a comparable figure of speech or state the meaning plainly. Alternate translation: “will experience eternal punishment, but the righteous ones eternal life”
25:46	t0ks		rc://*/ta/man/translate/figs-abstractnouns	εἰς κόλασιν αἰώνιον	1	If your language does not use an abstract noun for the idea of **punishment**, you could express the same idea in another way. Alternate translation: “to be punished eternally”
25:46	tifh		rc://*/ta/man/translate/figs-ellipsis	οἱ & δίκαιοι εἰς ζωὴν αἰώνιον	1	Jesus is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply these words from earlier in the sentence if it would be clearer in your language. Alternate translation: “the righteous ones will go away into eternal life”
25:46	kq5b		rc://*/ta/man/translate/figs-abstractnouns	εἰς ζωὴν αἰώνιον	1	If your language does not use an abstract noun for the idea of **life**, you could express the same idea in another way. Alternate translation: “to live eternally”
26:intro	mtq8				0	# Matthew 26 General Notes\n\n## Structure and Formatting\n\n11. The crucifixion of Jesus, his death, and his resurrection (26:1-28:19)\n      * The chief priests and elders plan to kill Jesus (26:1–5)\n      * A woman anoints Jesus (26:6–13)\n      * Judas agrees to hand Jesus over (26:14–16)\n      * Jesus’ last meal with his disciples (26:17–29)\n      * Jesus predicts that his disciples will deny him (26:30–35)\n      * Jesus prays in Gethsemane (26:36–46)\n      * Judas hands Jesus over (26:47–56)\n      * Jesus’ trial before the Jewish council (26:57–68)\n      * Peter denies Jesus three times (26:69–75)\n\nSome translations set each line of poetry farther to the right than the rest of the text to make it easier to read. The ULT does this with the poetry in [26:31](../26/31.md), which is a quote from [Zechariah 13:7](../zec/13/07.md).\n\n## Religious and Cultural Concepts in This Chapter\n\n### Perfumed oil\n\nIn [26:6–13](../26/06.md), a woman anoints Jesus with perfumed oil. The kind that the woman uses was very expensive. People would use these oils to make themselves look and smell good. Also, they used oils to anoint corpses before they buried them, possibly to keep them from smelling. In this story, the woman uses the oil to honor Jesus, and Jesus also interprets it as a preparation for his burial. Make sure that your readers understand what anointing with this kind of oil means. (See: [[rc://*/tw/dict/bible/other/oil]])\n\n### Denying Jesus\n\nThroughout this chapter, Jesus and his disciples speak about “denying” Jesus. If a disciple denies Jesus, the disciple claims to have no connection with Jesus, neither knowing nor following him. Consider how you might naturally express this idea in your language.\n\n### Jesus’ trial before the Jewish council\n\nIn [26:57–68](../26/57.md), Matthew narrates Jesus’ trial before the Jewish council. Since Jerusalem was governed by the Roman empire, the Roman governor, Pilate, was the only one who could actually have someone executed. So, the Jewish council needed to find evidence against Jesus that proved that he did something for which the Roman governor would execute him. This trial, then, was a preliminary step. They first needed to find good evidence to condemn Jesus, and then they needed to present evidence to the Roman governor that would lead to him executing Jesus. While you should not explain all these details in your translation, make sure that your translation does fit with this general idea.\n\n### The Son of Man coming on the clouds of heaven\n\nIn [26:64](../26/64.md), Jesus indicates that he, the Son of Man, will “come” on the clouds of heaven. However, he does not indicate the location to which he will “come.” Christians debate whether Jesus is describing his return to earth or his enthronement in heaven. If possible, your translation should allow for both possibilities. See the notes on this verse for translation options.\n\n### Peter’s accent\n\nIn [26:73](../26/73.md), people who are standing near Peter tell him that they think he was one of Jesus’ disciples. They back up this claim by referring to his “speech,” by which they mean his accent and choice of words. In other words, Peter’s accent and word choice make it clear that he is from Galilee, where Jesus was from. So, they infer that Peter came to Jerusalem from Galilee with Jesus. Make sure that it is clear in your translation that the people standing near Peter are speaking about his accent and word choice that prove that he is from a specific region.\n\n## Translation Issues in This Chapter\n\n### Metaphor with bread and cup\n\nIn [26:26–28](../26/26.md), Jesus identifies bread as “my body” and wine in a cup as “my blood of the covenant.” These metaphors can be understood in at least three primary ways: (1) the bread and wine somehow become Jesus’ body and blood; (2) Jesus’ body and blood are present, physically or spiritually, in the bread and wine; or (3) the bread and wine memorialize or symbolize Jesus’ body and blood. Christians are divided on this question, and metaphors that link body and blood to bread and wine are very significant in the Bible and in Christian teaching. For these reasons, it is best to preserve these metaphors without expressing them as similes or in another nonfigurative way. If you must express them in another way, see the notes on [26:26–28](../26/26.md) for translation possibilities. (See: [[rc://*/ta/man/translate/figs-metaphor]])\n\n## Translation Issues in This Chapter\n\n### Singular and plural forms of “you”\n\nMost of the forms of “you” in this chapter appear in dialogue, which can include both individuals and groups. Because of this, there are many of both singular and plural forms of “you.” However, there are slightly more plural forms of “you” in this chapter, so you should assume forms of “you” are plural unless a note specifies that the form is singular. (See: [[rc://*/ta/man/translate/figs-yousingular]])\n\n### The answer “You said it”\n\nIn [26:25](../26/25.md) and [26:64](../26/64.md), Jesus answers questions with the clause “You said it.” He uses this answer because he does not want to directly say “yes,” but he wants to imply that what the person asked is true in some way. In other words, Jesus’ answer indirectly provides a positive answer to the question. If possible, you should use a comparable phrase that gives an indirect positive answer to a question. If necessary, you could use a more direct answer, as modeled by the UST. See the notes on these verses for translation options that are more indirect.\n\n### Judas’ kiss for Jesus\n\nIn [26:49](../mat/26/49.md), Matthew describes how Judas kissed Jesus so the soldiers would know whom to arrest. In this culture, when men greeted other men who were family or friends, they would **kiss** them, probably on one cheek or on both cheeks. If men would not greet each other with a kiss in your culture, you could explain the purpose of the kiss, or you could translate the expression in a more general way. See the notes on this verse for translation options. (See: [[rc://*/tw/dict/bible/other/kiss]])
